IDREGION;CROP_NAME;VARIABLE;YEAR;VALUE;SOURCE;CALCULATED_REGION;CALCULATED_CROP;CALCULATED_VALUE;COHERENCE_A_P_Y;ZERO_SET_AS_NULL;COHERENCE_CROP;UNIT
FI193;Total wheat;Yield;2016;2.96;NSI;;;Yes;No;;No;t/ha
FI193;Total wheat;Yield;2017;2.91;Mixed;;;Yes;Yes;;Yes;t/ha
FI193;Total wheat;Yield;2018;3.31;Mixed;;;Yes;Yes;;Yes;t/ha
FI193;Total wheat;Yield;2019;3.79;Mixed;;;Yes;Yes;;Yes;t/ha
FRK11;Total wheat;Yield;2006;6.0;NSI;;;Yes;Yes;;Yes;t/ha
FRK11;Total wheat;Yield;2007;5.1;NSI;;;Yes;Yes;;Yes;t/ha
FRK11;Total wheat;Yield;2008;5.6;NSI;;;Yes;Yes;;Yes;t/ha
FRK11;Total wheat;Yield;2009;6.8;NSI;;;Yes;Yes;;Yes;t/ha
FRK11;Total wheat;Yield;2010;6.5;NSI;;;Yes;Yes;;Yes;t/ha
EL307;Total wheat;Yield;2009;2.48;NSI;;;Yes;Yes;;Yes;t/ha
EL307;Total wheat;Yield;2010;1.9;NSI;;;Yes;Yes;;Yes;t/ha
EL307;Total wheat;Yield;2011;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2012;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2013;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2014;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2015;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2016;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2017;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2018;0.0;NSI;;;Yes;Yes;;;t/ha
EL307;Total wheat;Yield;2019;0.0;NSI;;;Yes;Yes;;;t/ha
EL611;Total wheat;Yield;2006;3.38;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2007;2.67;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2008;4.11;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2009;3.32;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2010;3.27;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2011;3.13;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2012;3.39;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2013;3.51;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2014;3.61;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2015;3.62;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2016;3.52;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2017;3.5;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2018;3.44;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2019;3.55;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2020;3.53;NSI;;;Yes;Yes;;Yes;t/ha
EL611;Total wheat;Yield;2021;3.3;NSI;;;Yes;Yes;;Yes;t/ha
ES111;Total wheat;Yield;2006;4.32;NSI;;;Yes;Yes;;;t/ha
ES111;Total wheat;Yield;2007;2.85;NSI;;;Yes;Yes;;;t/ha
ES111;Total wheat;Yield;2008;4.28;NSI;;;Yes;Yes;;;t/ha
ES111;Total wheat;Yield;2009;3.33;NSI;;;Yes;Yes;;;t/ha
ES111;Total wheat;Yield;2010;3.33;NSI;;;Yes;Yes;;;t/ha
ES111;Total wheat;Yield;2011;7.82;NSI;;;Yes;Yes;;;t/ha
ES111;Total wheat;Yield;2012;3.43;NSI;;;Yes;Yes;;;t/ha
EL301;Total wheat;Yield;2011;2.0;NSI;;;Yes;Yes;;Yes;t/ha
EL301;Total wheat;Yield;2012;2.0;NSI;;;Yes;Yes;;Yes;t/ha
EL301;Total wheat;Yield;2013;2.0;NSI;;;Yes;Yes;;Yes;t/ha
EL301;Total wheat;Yield;2014;0.0;NSI;;;Yes;Yes;;;t/ha
EL301;Total wheat;Yield;2015;0.0;NSI;;;Yes;Yes;;;t/ha
EL301;Total wheat;Yield;2016;0.0;NSI;;;Yes;Yes;;;t/ha
EL301;Total wheat;Yield;2017;0.0;NSI;;;Yes;Yes;;;t/ha
EL301;Total wheat;Yield;2018;0.0;NSI;;;Yes;Yes;;;t/ha
EL301;Total wheat;Yield;2019;0.0;NSI;;;Yes;Yes;;;t/ha
ITC41;Total wheat;Yield;2015;4.76;NSI;;;Yes;Yes;;Yes;t/ha
HU110;Total wheat;Yield;2006;3.19;NSI;;;Yes;Yes;;Yes;t/ha
HU110;Total wheat;Yield;2007;2.87;NSI;;;Yes;Yes;;Yes;t/ha
HU110;Total wheat;Yield;2008;4.42;NSI;;;Yes;Yes;;Yes;t/ha
HU110;Total wheat;Yield;2009;3.02;NSI;;;Yes;Yes;;No;t/ha
HU110;Total wheat;Yield;2010;2.81;NSI;;;Yes;Yes;;No;t/ha
HU110;Total wheat;Yield;2011;3.42;NSI;;;Yes;Yes;;Yes;t/ha
HU110;Total wheat;Yield;2012;3.06;NSI;;;Yes;Yes;;Yes;t/ha
HU110;Total wheat;Yield;2013;3.99;NSI;;;Yes;Yes;;No;t/ha
HU110;Total wheat;Yield;2014;4.12;NSI;;;Yes;Yes;;Yes;t/ha
HU110;Total wheat;Yield;2015;4.57;NSI;;;Yes;Yes;;Yes;t/ha
HU110;Total wheat;Yield;2016;4.42;NSI;;;Yes;Yes;;Yes;t/ha
HU110;Total wheat;Yield;2017;5.33;NSI;;;Yes;Yes;;No;t/ha
HU110;Total wheat;Yield;2018;4.86;NSI;;;Yes;Yes;;Yes;t/ha
HU110;Total wheat;Yield;2019;5.23;NSI;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2006;4.07;NSI;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2007;4.11;NSI;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2008;4.14;NSI;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2009;4.34;NSI;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2010;3.93;NSI;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2011;4.19;NSI;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2012;4.12;NSI;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2013;4.43;NSI;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2014;4.22;NSI;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2015;4.69;NSI;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2016;4.43;NSI;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2017;4.62;Mixed;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2018;3.2;Mixed;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2019;5.06;Mixed;;;Yes;Yes;;Yes;t/ha
FI196;Total wheat;Yield;2020;3.39;Mixed;;;Yes;Yes;;Yes;t/ha
FRJ22;Total wheat;Yield;2006;3.8;NSI;;;Yes;Yes;;Yes;t/ha
FRJ22;Total wheat;Yield;2007;3.9;NSI;;;Yes;Yes;;Yes;t/ha
FRJ22;Total wheat;Yield;2008;4.79;NSI;;;Yes;Yes;;Yes;t/ha
FRJ22;Total wheat;Yield;2009;4.98;NSI;;;Yes;Yes;;Yes;t/ha
FRJ22;Total wheat;Yield;2010;4.99;NSI;;;Yes;Yes;;Yes;t/ha
FRJ22;Total wheat;Yield;2011;4.3;NSI;;;Yes;Yes;;Yes;t/ha
FRJ22;Total wheat;Yield;2012;5.34;NSI;;;Yes;Yes;;Yes;t/ha
FRJ22;Total wheat;Yield;2013;4.5;NSI;;;Yes;Yes;;Yes;t/ha
FRJ22;Total wheat;Yield;2014;4.59;NSI;;;Yes;Yes;;Yes;t/ha
FRJ22;Total wheat;Yield;2015;4.89;NSI;;;Yes;Yes;;Yes;t/ha
SK010;Total wheat;Yield;2007;3.58;NSI;;Yes;;Yes;;;t/ha
SK010;Total wheat;Yield;2008;5.0;NSI;;Yes;;Yes;;;t/ha
SK010;Total wheat;Yield;2009;4.02;NSI;;Yes;;Yes;;;t/ha
SK010;Total wheat;Yield;2010;3.59;NSI;;Yes;;Yes;;;t/ha
SK010;Total wheat;Yield;2011;4.79;NSI;;Yes;;Yes;;;t/ha
SK010;Total wheat;Yield;2012;2.83;NSI;;Yes;;Yes;;;t/ha
SK010;Total wheat;Yield;2013;4.63;NSI;;Yes;;Yes;;;t/ha
SK010;Total wheat;Yield;2014;5.14;NSI;;Yes;;Yes;;;t/ha
SK010;Total wheat;Yield;2015;5.13;NSI;;Yes;;Yes;;;t/ha
SK010;Total wheat;Yield;2016;5.71;NSI;;Yes;;Yes;;;t/ha
SK010;Total wheat;Yield;2017;3.64;NSI;;;Yes;Yes;;Yes;t/ha
SK010;Total wheat;Yield;2018;4.31;NSI;;;Yes;Yes;;Yes;t/ha
SK010;Total wheat;Yield;2019;4.63;NSI;;Yes;;Yes;;;t/ha
SK010;Total wheat;Yield;2020;5.24;NSI;;Yes;;Yes;;;t/ha
SK010;Total wheat;Yield;2021;4.82;NSI;;Yes;;Yes;;;t/ha
SK010;Total wheat;Yield;2022;5.02;NSI;;Yes;;Yes;;;t/ha
FRK21;Total wheat;Yield;2006;7.2;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2007;6.2;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2008;6.29;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2009;6.97;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2010;7.19;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2011;6.96;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2012;6.69;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2013;6.19;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2014;7.17;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2015;7.17;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2016;5.47;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2017;7.39;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2018;6.68;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2019;7.89;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2020;6.38;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2021;6.8;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2022;6.59;NSI;;;Yes;Yes;;Yes;t/ha
FRK21;Total wheat;Yield;2023;6.99;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Total wheat;Yield;2006;1.65;NSI;;;Yes;Yes;;;t/ha
ES417;Total wheat;Yield;2007;4.31;NSI;;;Yes;Yes;;;t/ha
ES417;Total wheat;Yield;2008;3.41;NSI;;;Yes;Yes;;;t/ha
FRG02;Total wheat;Yield;2006;6.48;NSI;;;Yes;Yes;;Yes;t/ha
FRG02;Total wheat;Yield;2007;5.39;NSI;;;Yes;Yes;;Yes;t/ha
FRG02;Total wheat;Yield;2008;6.46;NSI;;;Yes;Yes;;Yes;t/ha
FRG02;Total wheat;Yield;2009;7.26;NSI;;;Yes;Yes;;Yes;t/ha
FRG02;Total wheat;Yield;2010;6.42;NSI;;;Yes;Yes;;Yes;t/ha
FRG02;Total wheat;Yield;2011;6.24;NSI;;;Yes;Yes;;Yes;t/ha
FRG02;Total wheat;Yield;2012;7.44;NSI;;;Yes;Yes;;Yes;t/ha
FRG02;Total wheat;Yield;2013;6.56;NSI;;;Yes;Yes;;Yes;t/ha
FRG02;Total wheat;Yield;2014;7.17;NSI;;;Yes;Yes;;Yes;t/ha
FRG02;Total wheat;Yield;2015;7.48;NSI;;;Yes;Yes;;Yes;t/ha
FRG02;Total wheat;Yield;2016;5.62;NSI;;;Yes;Yes;;Yes;t/ha
FRH01;Total wheat;Yield;2006;7.4;NSI;;;Yes;Yes;;Yes;t/ha
FRH01;Total wheat;Yield;2007;5.5;NSI;;;Yes;Yes;;Yes;t/ha
FRH01;Total wheat;Yield;2008;7.3;NSI;;;Yes;Yes;;Yes;t/ha
FRH01;Total wheat;Yield;2009;7.4;NSI;;;Yes;Yes;;Yes;t/ha
FRH01;Total wheat;Yield;2010;7.1;NSI;;;Yes;Yes;;Yes;t/ha
FRH01;Total wheat;Yield;2011;7.8;NSI;;;Yes;Yes;;Yes;t/ha
FRF34;Total wheat;Yield;2006;5.97;NSI;;;Yes;Yes;;Yes;t/ha
FRF34;Total wheat;Yield;2007;5.29;NSI;;;Yes;Yes;;Yes;t/ha
FRF34;Total wheat;Yield;2008;6.1;NSI;;;Yes;Yes;;Yes;t/ha
FRF34;Total wheat;Yield;2009;6.99;NSI;;;Yes;Yes;;Yes;t/ha
FRF34;Total wheat;Yield;2010;6.3;NSI;;;Yes;Yes;;Yes;t/ha
FRF34;Total wheat;Yield;2011;6.49;NSI;;;Yes;Yes;;Yes;t/ha
FRF34;Total wheat;Yield;2012;5.0;NSI;;;Yes;Yes;;Yes;t/ha
FRF34;Total wheat;Yield;2013;6.23;NSI;;;Yes;Yes;;Yes;t/ha
FRF34;Total wheat;Yield;2014;5.89;NSI;;;Yes;Yes;;Yes;t/ha
FRF34;Total wheat;Yield;2015;7.18;NSI;;;Yes;Yes;;Yes;t/ha
FRF34;Total wheat;Yield;2016;4.15;NSI;;;Yes;Yes;;Yes;t/ha
FRF34;Total wheat;Yield;2017;6.2;NSI;;;Yes;Yes;;Yes;t/ha
FRF34;Total wheat;Yield;2018;6.25;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2006;4.33;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2007;4.37;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2008;4.34;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2009;4.13;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2010;3.83;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2011;3.92;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2012;4.04;NSI;;;Yes;Yes;;No;t/ha
ITI12;Total wheat;Yield;2013;3.98;NSI;;;Yes;Yes;;No;t/ha
ITI12;Total wheat;Yield;2014;4.09;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2015;4.04;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2016;4.04;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2017;3.99;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2018;3.95;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2019;4.04;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2020;4.13;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2021;4.1;NSI;;;Yes;Yes;;Yes;t/ha
ITI12;Total wheat;Yield;2022;3.75;NSI;;;Yes;Yes;;Yes;t/ha
FRI32;Total wheat;Yield;2006;6.23;NSI;;;Yes;Yes;;Yes;t/ha
FRI32;Total wheat;Yield;2007;5.82;NSI;;;Yes;Yes;;Yes;t/ha
FRI32;Total wheat;Yield;2008;6.54;NSI;;;Yes;Yes;;Yes;t/ha
FRI32;Total wheat;Yield;2009;6.76;NSI;;;Yes;Yes;;Yes;t/ha
FRI32;Total wheat;Yield;2010;5.83;NSI;;;Yes;Yes;;Yes;t/ha
FRI32;Total wheat;Yield;2011;4.94;NSI;;;Yes;Yes;;Yes;t/ha
FRI32;Total wheat;Yield;2012;7.23;NSI;;;Yes;Yes;;Yes;t/ha
FRI32;Total wheat;Yield;2013;6.87;NSI;;;Yes;Yes;;Yes;t/ha
FRI32;Total wheat;Yield;2014;6.86;NSI;;;Yes;Yes;;Yes;t/ha
FRI32;Total wheat;Yield;2015;7.14;NSI;;;Yes;Yes;;Yes;t/ha
FRI13;Total wheat;Yield;2006;5.3;NSI;;;Yes;Yes;;Yes;t/ha
FRI13;Total wheat;Yield;2007;4.7;NSI;;;Yes;Yes;;Yes;t/ha
FRI13;Total wheat;Yield;2008;5.0;NSI;;;Yes;Yes;;Yes;t/ha
FRI13;Total wheat;Yield;2009;4.22;NSI;;;Yes;Yes;;Yes;t/ha
FRI13;Total wheat;Yield;2010;5.79;NSI;;;Yes;Yes;;Yes;t/ha
FRI13;Total wheat;Yield;2011;5.58;NSI;;;Yes;Yes;;Yes;t/ha
FRB02;Total wheat;Yield;2006;7.17;NSI;;;Yes;Yes;;Yes;t/ha
FRB02;Total wheat;Yield;2007;7.28;NSI;;;Yes;Yes;;Yes;t/ha
FRB02;Total wheat;Yield;2008;7.95;NSI;;;Yes;Yes;;Yes;t/ha
FRB02;Total wheat;Yield;2009;8.11;NSI;;;Yes;Yes;;Yes;t/ha
FRB02;Total wheat;Yield;2010;7.46;NSI;;;Yes;Yes;;Yes;t/ha
FRB02;Total wheat;Yield;2011;7.15;NSI;;;Yes;Yes;;Yes;t/ha
FRB02;Total wheat;Yield;2012;7.88;NSI;;;Yes;Yes;;Yes;t/ha
FRB02;Total wheat;Yield;2013;7.94;NSI;;;Yes;Yes;;Yes;t/ha
FRB02;Total wheat;Yield;2014;8.35;NSI;;;Yes;Yes;;Yes;t/ha
FRB02;Total wheat;Yield;2015;8.44;NSI;;;Yes;Yes;;Yes;t/ha
FRB02;Total wheat;Yield;2016;4.92;NSI;;;Yes;Yes;;Yes;t/ha
FRB02;Total wheat;Yield;2017;7.77;NSI;;;Yes;Yes;;Yes;t/ha
FRB02;Total wheat;Yield;2018;7.59;NSI;;;Yes;Yes;;Yes;t/ha
ITH32;Total wheat;Yield;2008;5.86;NSI;;;Yes;Yes;;Yes;t/ha
ITH32;Total wheat;Yield;2009;4.72;NSI;;;Yes;Yes;;Yes;t/ha
ITH32;Total wheat;Yield;2010;5.81;NSI;;;Yes;Yes;;Yes;t/ha
ITH32;Total wheat;Yield;2011;5.98;NSI;;;Yes;Yes;;Yes;t/ha
ITH32;Total wheat;Yield;2012;5.97;NSI;;;Yes;Yes;;Yes;t/ha
ITH32;Total wheat;Yield;2013;5.57;NSI;;;Yes;Yes;;No;t/ha
ITH32;Total wheat;Yield;2014;6.64;NSI;;;Yes;Yes;;Yes;t/ha
ITH32;Total wheat;Yield;2015;6.27;NSI;;;Yes;Yes;;Yes;t/ha
ITH32;Total wheat;Yield;2016;5.96;NSI;;;Yes;Yes;;Yes;t/ha
ITH32;Total wheat;Yield;2017;6.94;NSI;;;Yes;Yes;;Yes;t/ha
ITH32;Total wheat;Yield;2018;6.32;NSI;;;Yes;Yes;;Yes;t/ha
ITH32;Total wheat;Yield;2019;5.51;NSI;;;Yes;Yes;;Yes;t/ha
ITH32;Total wheat;Yield;2020;6.47;NSI;;;Yes;Yes;;Yes;t/ha
ITH32;Total wheat;Yield;2021;7.23;NSI;;;Yes;Yes;;Yes;t/ha
ITH32;Total wheat;Yield;2022;6.49;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2006;6.4;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2007;6.49;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2008;7.1;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2009;7.36;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2010;6.56;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2011;6.61;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2012;7.31;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2013;7.13;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2014;7.36;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2015;7.59;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2016;3.32;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2017;6.83;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2018;6.91;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2019;7.67;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2020;6.27;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2021;7.19;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2022;7.04;NSI;;;Yes;Yes;;Yes;t/ha
FRB06;Total wheat;Yield;2023;6.91;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2006;5.72;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2007;6.55;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2008;5.43;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2009;4.95;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2010;5.4;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2011;3.93;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2012;6.71;NSI;;;Yes;Yes;;No;t/ha
ITH34;Total wheat;Yield;2013;6.66;NSI;;;Yes;Yes;;No;t/ha
ITH34;Total wheat;Yield;2014;5.88;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2015;6.52;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2016;6.18;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2017;7.11;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2018;6.4;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2019;5.43;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2020;6.33;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2021;7.03;NSI;;;Yes;Yes;;Yes;t/ha
ITH34;Total wheat;Yield;2022;6.89;NSI;;;Yes;Yes;;Yes;t/ha
ITH20;Total wheat;Yield;2019;3.9;NSI;;;Yes;Yes;;Yes;t/ha
ITH20;Total wheat;Yield;2020;3.97;NSI;;;Yes;Yes;;Yes;t/ha
ITH20;Total wheat;Yield;2021;4.0;NSI;;;Yes;Yes;;Yes;t/ha
ITH20;Total wheat;Yield;2022;4.0;NSI;;;Yes;Yes;;Yes;t/ha
RO225;Total wheat;Yield;2006;2.61;NSI;;;Yes;Yes;;Yes;t/ha
RO225;Total wheat;Yield;2008;3.03;NSI;;;Yes;Yes;;Yes;t/ha
RO225;Total wheat;Yield;2009;1.35;NSI;;;Yes;Yes;;Yes;t/ha
RO225;Total wheat;Yield;2010;2.41;NSI;;;Yes;Yes;;Yes;t/ha
RO225;Total wheat;Yield;2011;3.41;NSI;;;Yes;Yes;;Yes;t/ha
RO225;Total wheat;Yield;2012;1.23;NSI;;;Yes;Yes;;Yes;t/ha
RO225;Total wheat;Yield;2013;2.97;NSI;;;Yes;Yes;;Yes;t/ha
RO225;Total wheat;Yield;2014;3.66;NSI;;;Yes;Yes;;Yes;t/ha
RO225;Total wheat;Yield;2015;3.72;NSI;;;Yes;Yes;;Yes;t/ha
RO225;Total wheat;Yield;2016;4.07;NSI;;;Yes;Yes;;Yes;t/ha
RO225;Total wheat;Yield;2017;4.71;NSI;;;Yes;Yes;;Yes;t/ha
RO225;Total wheat;Yield;2018;4.59;NSI;;;Yes;Yes;;Yes;t/ha
